dataset,GID_1,NAME_1,GID_2,NAME_2,POPESTIMATE2015,1km_population,pop_error,1km_area,1km_lived_cells,1km_lived_density,1km_gini_index,1km_density,1km_arithmetic_pwd,1km_geometric_pwd,5km_lived_cells,5km_lived_density,5km_gini_index,5km_arithmetic_pwd,5km_geometric_pwd,10km_lived_cells,10km_lived_density,10km_gini_index,10km_arithmetic_pwd,10km_geometric_pwd,5km_pop_error,10km_pop_error,5km_area_error,10km_area_error
landscan,USA.1_1,Alabama,USA.1.24_1,Dallas,40936.0,44373.0,8.0,2567.0,35.0,50.0,0.9471683789839912,17.0,674.0,311.0,92.0,19.0,0.8684804842353934,309.0,123.0,93.0,18.0,0.8485938940626025,175.0,87.0,0.01,3.4,1.91,5.41
ghs,USA.1_1,Alabama,USA.1.25_1,De Kalb,,73900.0,,2011.0,83.0,44.0,0.663854915139539,37.0,165.0,88.0,96.0,37.0,0.4801299394291913,70.0,50.0,100.0,37.0,0.4655072414661253,50.0,44.0,0.55,0.55,0.99,0.99
gpw,USA.1_1,Alabama,USA.1.25_1,De Kalb,,73915.0,,2011.0,99.0,37.0,0.524206536497271,37.0,142.0,66.0,98.0,37.0,0.4705563553668574,69.0,49.0,100.0,37.0,0.4607346421563902,49.0,43.0,0.61,0.61,0.99,0.99
worldpop,USA.1_1,Alabama,USA.1.25_1,De Kalb,,73359.0,,1991.0,96.0,38.0,0.5697033602654605,37.0,155.0,72.0,98.0,37.0,0.4769489706277226,70.0,50.0,100.0,36.0,0.4608859967523236,49.0,43.0,2.29,11.8,3.57,10.25
landscan,USA.1_1,Alabama,USA.1.25_1,De Kalb,,68961.0,,2011.0,80.0,43.0,0.7632925112771123,34.0,356.0,136.0,99.0,34.0,0.5859057737778574,96.0,58.0,100.0,34.0,0.5528838747970529,57.0,46.0,0.42,0.42,2.59,1.14
ghs,USA.1_1,Alabama,USA.1.26_1,Elmore,80872.0,84384.0,4.0,1685.0,67.0,75.0,0.7976048203582334,50.0,411.0,200.0,98.0,51.0,0.5901004668404516,133.0,89.0,100.0,51.0,0.5193062626068261,108.0,78.0,0.34,3.01,1.66,5.04
gpw,USA.1_1,Alabama,USA.1.26_1,Elmore,80872.0,84157.0,4.0,1685.0,92.0,54.0,0.6702464157335607,50.0,277.0,130.0,99.0,51.0,0.5827754380326279,130.0,87.0,100.0,51.0,0.5160590343738466,104.0,77.0,0.32,3.03,1.66,5.04
worldpop,USA.1_1,Alabama,USA.1.26_1,Elmore,80872.0,84587.0,5.0,1687.0,87.0,58.0,0.7244521591630919,50.0,333.0,154.0,99.0,51.0,0.5870027466879598,131.0,88.0,100.0,51.0,0.5236146714268236,106.0,78.0,0.39,3.28,1.19,4.74
landscan,USA.1_1,Alabama,USA.1.26_1,Elmore,80872.0,72232.0,11.0,1685.0,70.0,61.0,0.8272986465244966,43.0,570.0,227.0,98.0,44.0,0.6477623825339279,139.0,89.0,100.0,43.0,0.5798140054257187,103.0,73.0,0.35,5.61,1.9,5.1
ghs,USA.1_1,Alabama,USA.1.27_1,Escambia,37661.0,37191.0,1.0,2402.0,41.0,37.0,0.8963082120733404,15.0,276.0,130.0,90.0,17.0,0.7703133033701063,101.0,54.0,100.0,15.0,0.7066093861018524,68.0,40.0,5.06,5.06,3.33,3.33
gpw,USA.1_1,Alabama,USA.1.27_1,Escambia,37661.0,37293.0,1.0,2402.0,62.0,25.0,0.8293391946327845,16.0,239.0,90.0,96.0,16.0,0.7454738996611396,93.0,48.0,100.0,15.0,0.6936701550006444,66.0,39.0,5.14,5.14,3.33,3.33
worldpop,USA.1_1,Alabama,USA.1.27_1,Escambia,37661.0,37274.0,1.0,2403.0,52.0,30.0,0.8573656569847817,16.0,268.0,104.0,95.0,16.0,0.7555874841069393,95.0,50.0,100.0,15.0,0.6998493701998412,67.0,39.0,5.16,5.16,3.33,3.33
landscan,USA.1_1,Alabama,USA.1.27_1,Escambia,37661.0,37705.0,0.0,2402.0,34.0,46.0,0.9323966543617688,16.0,511.0,217.0,88.0,17.0,0.8127656895276535,130.0,67.0,100.0,15.0,0.748786073268784,76.0,46.0,6.96,6.96,4.83,3.62
ghs,USA.1_1,Alabama,USA.1.28_1,Etowah,102998.0,103029.0,0.0,1416.0,79.0,92.0,0.7408231882722363,73.0,392.0,221.0,93.0,73.0,0.6414995325974174,209.0,131.0,100.0,74.0,0.6080286608180373,172.0,118.0,0.78,1.69,0.56,3.39
gpw,USA.1_1,Alabama,USA.1.28_1,Etowah,102998.0,103572.0,1.0,1416.0,98.0,74.0,0.6567497038344393,73.0,377.0,181.0,95.0,73.0,0.6363999959564322,208.0,130.0,100.0,74.0,0.6068914782914587,173.0,118.0,0.75,1.68,0.56,3.39
worldpop,USA.1_1,Alabama,USA.1.28_1,Etowah,102998.0,103458.0,0.0,1417.0,97.0,75.0,0.684708445723505,73.0,389.0,193.0,95.0,73.0,0.6406606294785903,209.0,130.0,100.0,74.0,0.6100393917723885,173.0,119.0,0.81,1.75,0.64,3.6
landscan,USA.1_1,Alabama,USA.1.28_1,Etowah,102998.0,104132.0,1.0,1416.0,80.0,92.0,0.8017095154518622,74.0,724.0,315.0,99.0,73.0,0.6939798725102595,300.0,168.0,100.0,75.0,0.6755645289545933,242.0,149.0,0.52,1.2,0.85,3.32
ghs,USA.1_1,Alabama,USA.1.29_1,Fayette,16696.0,16484.0,1.0,1619.0,55.0,18.0,0.8109270620517879,10.0,129.0,49.0,96.0,11.0,0.5940902260938886,42.0,21.0,92.0,11.0,0.5052157469684915,29.0,17.0,1.26,3.94,4.45,11.92
gpw,USA.1_1,Alabama,USA.1.29_1,Fayette,16696.0,16457.0,1.0,1619.0,80.0,12.0,0.6578856507029076,10.0,102.0,30.0,96.0,11.0,0.573118256142167,41.0,20.0,92.0,11.0,0.5042530739345016,28.0,17.0,1.2,3.98,4.45,11.92
worldpop,USA.1_1,Alabama,USA.1.29_1,Fayette,16696.0,16340.0,2.0,1611.0,66.0,15.0,0.7393646395454317,10.0,117.0,38.0,97.0,11.0,0.5873676213674052,39.0,20.0,100.0,11.0,0.4836472364751026,28.0,17.0,1.12,3.75,4.41,11.73
landscan,USA.1_1,Alabama,USA.1.29_1,Fayette,16696.0,15881.0,5.0,1619.0,53.0,18.0,0.8648169539079645,10.0,306.0,86.0,99.0,10.0,0.6717371996366986,68.0,28.0,100.0,11.0,0.5829806644450506,46.0,23.0,0.72,2.75,3.4,12.11
ghs,USA.1_1,Alabama,USA.1.30_1,Franklin,31515.0,31350.0,1.0,1652.0,57.0,33.0,0.8405380165615941,19.0,255.0,106.0,99.0,20.0,0.6562481441607428,138.0,54.0,100.0,20.0,0.5826575696366654,72.0,41.0,2.53,5.92,6.23,12.41
gpw,USA.1_1,Alabama,USA.1.30_1,Franklin,31515.0,31437.0,0.0,1652.0,90.0,21.0,0.7058673170243795,19.0,229.0,69.0,100.0,20.0,0.6305291416315971,132.0,51.0,100.0,20.0,0.5755954601338492,70.0,40.0,2.87,6.08,6.23,12.41
worldpop,USA.1_1,Alabama,USA.1.30_1,Franklin,31515.0,31327.0,1.0,1649.0,76.0,25.0,0.767517315252351,19.0,244.0,81.0,100.0,20.0,0.6428262915991249,135.0,52.0,100.0,20.0,0.5799608680807951,70.0,40.0,2.67,6.0,6.06,12.25
landscan,USA.1_1,Alabama,USA.1.30_1,Franklin,31515.0,30845.0,2.0,1652.0,49.0,38.0,0.8910163183349747,19.0,382.0,165.0,100.0,19.0,0.729795465069686,179.0,69.0,100.0,20.0,0.6352899375339902,80.0,46.0,1.67,4.41,4.48,12.23
ghs,USA.1_1,Alabama,USA.1.31_1,Geneva,26631.0,26043.0,2.0,1415.0,74.0,25.0,0.7654166455270152,18.0,170.0,71.0,100.0,19.0,0.5183973004391447,53.0,32.0,100.0,19.0,0.302391283249474,25.0,22.0,8.9,16.76,12.01,17.24
gpw,USA.1_1,Alabama,USA.1.31_1,Geneva,26631.0,26054.0,2.0,1415.0,94.0,20.0,0.646748240391894,18.0,143.0,50.0,100.0,19.0,0.5002287319426844,51.0,31.0,100.0,19.0,0.2970277653492238,25.0,22.0,8.82,16.37,12.01,17.24
worldpop,USA.1_1,Alabama,USA.1.31_1,Geneva,26631.0,25958.0,3.0,1415.0,85.0,21.0,0.7097662719389278,18.0,158.0,60.0,100.0,19.0,0.5143997169853741,52.0,31.0,100.0,18.0,0.3002536136317398,25.0,21.0,9.1,16.77,12.01,17.24
landscan,USA.1_1,Alabama,USA.1.31_1,Geneva,26631.0,23641.0,11.0,1415.0,72.0,23.0,0.817392496946303,17.0,322.0,104.0,100.0,18.0,0.6296181272472324,94.0,43.0,100.0,17.0,0.4390634305785933,33.0,24.0,8.06,14.78,13.5,17.53
ghs,USA.1_1,Alabama,USA.1.32_1,Greene,8508.0,8533.0,0.0,1698.0,27.0,18.0,0.9082982850467936,5.0,128.0,52.0,78.0,5.0,0.7363791299335053,47.0,15.0,89.0,5.0,0.6173047197283509,16.0,9.0,0.0,0.94,0.06,1.3
gpw,USA.1_1,Alabama,USA.1.32_1,Greene,8508.0,8485.0,0.0,1698.0,47.0,10.0,0.7882160502978086,5.0,93.0,26.0,86.0,5.0,0.6976881581437917,44.0,13.0,94.0,5.0,0.6047560277969786,15.0,8.0,0.06,0.85,0.06,1.3
worldpop,USA.1_1,Alabama,USA.1.32_1,Greene,8508.0,8484.0,0.0,1699.0,32.0,15.0,0.8619698053772287,5.0,108.0,36.0,85.0,5.0,0.7249369934586111,46.0,15.0,100.0,5.0,0.6068877513490181,16.0,9.0,0.04,0.79,0.12,1.29
landscan,USA.1_1,Alabama,USA.1.32_1,Greene,8508.0,8298.0,2.0,1698.0,29.0,17.0,0.9356789541923938,5.0,280.0,86.0,84.0,5.0,0.7779398652040975,88.0,24.0,97.0,5.0,0.6866517207278976,28.0,12.0,0.01,0.71,0.0,1.12
ghs,USA.1_1,Alabama,USA.1.33_1,Hale,15015.0,13883.0,8.0,1660.0,37.0,22.0,0.8954043427029659,8.0,170.0,74.0,87.0,9.0,0.7240125711191812,51.0,24.0,97.0,9.0,0.6501228848375064,27.0,16.0,1.48,1.48,4.7,4.7
gpw,USA.1_1,Alabama,USA.1.33_1,Hale,15015.0,13912.0,7.0,1660.0,67.0,12.0,0.737238115287094,8.0,114.0,33.0,94.0,9.0,0.6729503196802658,40.0,20.0,100.0,9.0,0.6162952108053542,24.0,15.0,1.66,1.66,4.7,4.7
worldpop,USA.1_1,Alabama,USA.1.33_1,Hale,15015.0,13851.0,8.0,1660.0,48.0,17.0,0.8134245581676519,8.0,134.0,44.0,94.0,9.0,0.7007613116416098,45.0,22.0,100.0,9.0,0.6350781159103418,26.0,16.0,1.6,1.6,4.7,4.7
landscan,USA.1_1,Alabama,USA.1.33_1,Hale,15015.0,12979.0,14.0,1660.0,44.0,18.0,0.8922307835652008,8.0,289.0,84.0,86.0,9.0,0.7422758783220562,67.0,27.0,93.0,8.0,0.6870863332980124,33.0,18.0,1.33,1.33,4.64,4.7
ghs,USA.1_1,Alabama,USA.1.34_1,Henry,17101.0,17470.0,2.0,1450.0,58.0,20.0,0.8299022468027043,12.0,161.0,66.0,97.0,12.0,0.6268511116130272,39.0,23.0,100.0,11.0,0.4781387810485502,19.0,15.0,0.01,21.28,0.28,12.21
gpw,USA.1_1,Alabama,USA.1.34_1,Henry,17101.0,17560.0,3.0,1450.0,84.0,14.0,0.6771136877434495,12.0,105.0,36.0,97.0,12.0,0.5878178645774506,37.0,22.0,100.0,11.0,0.4559122019239656,18.0,14.0,0.01,21.97,0.28,12.21
worldpop,USA.1_1,Alabama,USA.1.34_1,Henry,17101.0,17509.0,2.0,1422.0,68.0,18.0,0.7654088256905898,12.0,135.0,50.0,99.0,13.0,0.5853039029733553,49.0,25.0,100.0,10.0,0.4643599883011101,18.0,14.0,1.06,28.95,3.02,12.87
landscan,USA.1_1,Alabama,USA.1.34_1,Henry,17101.0,15498.0,9.0,1450.0,45.0,24.0,0.887290306860199,11.0,317.0,101.0,98.0,11.0,0.6917696121085225,53.0,28.0,100.0,9.0,0.566809164013147,21.0,15.0,0.0,22.27,0.69,12.14
ghs,USA.1_1,Alabama,USA.1.35_1,Houston,104260.0,106609.0,2.0,1478.0,75.0,97.0,0.8146022198109331,72.0,524.0,306.0,98.0,77.0,0.7141298962818572,345.0,200.0,100.0,87.0,0.6505704959835512,245.0,171.0,0.5,3.5,5.55,20.3
gpw,USA.1_1,Alabama,USA.1.35_1,Houston,104260.0,106590.0,2.0,1478.0,95.0,76.0,0.7653775086933357,72.0,503.0,262.0,100.0,76.0,0.7078508228806717,344.0,198.0,100.0,87.0,0.6494749001972129,244.0,171.0,0.45,3.54,5.55,20.3
worldpop,USA.1_1,Alabama,USA.1.35_1,Houston,104260.0,106536.0,2.0,1478.0,89.0,81.0,0.7859925746359175,72.0,518.0,279.0,100.0,76.0,0.7124240258969601,343.0,199.0,100.0,87.0,0.6500809866997115,243.0,170.0,0.48,3.5,5.41,20.3
landscan,USA.1_1,Alabama,USA.1.35_1,Houston,104260.0,106202.0,2.0,1478.0,73.0,99.0,0.855319122174018,72.0,673.0,397.0,98.0,77.0,0.7642611871352619,433.0,251.0,100.0,88.0,0.6939597267960268,289.0,197.0,0.29,2.89,6.77,20.43
ghs,USA.1_1,Alabama,USA.1.36_1,Jackson,52195.0,52361.0,0.0,2919.0,52.0,35.0,0.8296764326615106,18.0,165.0,85.0,92.0,19.0,0.6379580554202485,60.0,37.0,96.0,18.0,0.5659129194047121,36.0,28.0,1.44,1.44,1.16,1.16
gpw,USA.1_1,Alabama,USA.1.36_1,Jackson,52195.0,52314.0,0.0,2919.0,74.0,24.0,0.7204306872905714,18.0,129.0,55.0,97.0,18.0,0.6194266423880284,59.0,35.0,96.0,18.0,0.5587540152357653,36.0,28.0,1.35,1.35,1.16,1.16
worldpop,USA.1_1,Alabama,USA.1.36_1,Jackson,52195.0,52381.0,0.0,2897.0,64.0,28.0,0.7638422586970558,18.0,141.0,64.0,97.0,18.0,0.6255107591710064,61.0,36.0,100.0,18.0,0.544474570476951,37.0,29.0,0.95,0.95,0.45,0.45
landscan,USA.1_1,Alabama,USA.1.36_1,Jackson,52195.0,49713.0,5.0,2919.0,46.0,37.0,0.8788274044532616,17.0,366.0,134.0,93.0,18.0,0.7078430593119197,90.0,46.0,100.0,17.0,0.6129558474707903,45.0,32.0,1.01,1.01,0.96,1.44
ghs,USA.1_1,Alabama,USA.1.37_1,Jefferson,660455.0,649397.0,2.0,2904.0,75.0,297.0,0.742084233568122,224.0,914.0,646.0,97.0,224.0,0.677409931579844,638.0,457.0,100.0,224.0,0.6829795854187735,550.0,412.0,0.02,0.02,0.21,0.21
gpw,USA.1_1,Alabama,USA.1.37_1,Jefferson,660455.0,649391.0,2.0,2904.0,91.0,247.0,0.7229756184378987,224.0,910.0,604.0,98.0,224.0,0.6736169924538369,638.0,452.0,100.0,224.0,0.681180059727815,549.0,410.0,0.03,0.03,0.21,0.21
worldpop,USA.1_1,Alabama,USA.1.37_1,Jefferson,660455.0,648322.0,2.0,2904.0,88.0,253.0,0.7370288749520185,223.0,932.0,632.0,98.0,224.0,0.6699650457159241,643.0,459.0,100.0,228.0,0.671626673082558,553.0,421.0,0.54,2.56,1.03,4.65
landscan,USA.1_1,Alabama,USA.1.37_1,Jefferson,660455.0,715305.0,8.0,2904.0,76.0,324.0,0.7845092903063052,246.0,1897.0,902.0,99.0,245.0,0.7152569738550578,882.0,583.0,100.0,247.0,0.7258739797975943,749.0,525.0,0.01,0.01,0.62,0.48
ghs,USA.1_1,Alabama,USA.1.38_1,Lamar,13927.0,13717.0,2.0,1555.0,54.0,16.0,0.813496637517962,9.0,90.0,41.0,100.0,9.0,0.5459307519478152,24.0,15.0,100.0,10.0,0.4373180610404353,17.0,13.0,3.56,17.29,7.65,26.95
gpw,USA.1_1,Alabama,USA.1.38_1,Lamar,13927.0,13806.0,1.0,1555.0,81.0,11.0,0.6554288576030575,9.0,70.0,24.0,100.0,9.0,0.5225421854986991,24.0,15.0,100.0,10.0,0.4364194419501485,17.0,13.0,3.55,18.79,7.65,26.95
worldpop,USA.1_1,Alabama,USA.1.38_1,Lamar,13927.0,13707.0,2.0,1551.0,64.0,14.0,0.7337786635750495,9.0,77.0,30.0,100.0,9.0,0.5418480240990126,25.0,15.0,100.0,10.0,0.4418539844110853,17.0,13.0,3.71,17.73,7.74,26.95
landscan,USA.1_1,Alabama,USA.1.38_1,Lamar,13927.0,13198.0,5.0,1555.0,51.0,17.0,0.8646867760728526,8.0,176.0,62.0,99.0,9.0,0.648048924963026,43.0,21.0,100.0,10.0,0.5424397713692297,23.0,16.0,2.52,14.24,6.56,27.01
ghs,USA.1_1,Alabama,USA.1.39_1,Lauderdale,92459.0,94177.0,2.0,1849.0,70.0,73.0,0.8148740773000523,51.0,489.0,232.0,92.0,54.0,0.6831739368598998,319.0,140.0,100.0,54.0,0.6441999561811189,257.0,125.0,0.78,3.8,3.73,8.76
gpw,USA.1_1,Alabama,USA.1.39_1,Lauderdale,92459.0,94227.0,2.0,1849.0,87.0,59.0,0.7243222893021012,51.0,460.0,177.0,92.0,54.0,0.6782557982583688,312.0,137.0,100.0,54.0,0.6435136335855002,252.0,124.0,1.0,3.78,3.73,8.76
worldpop,USA.1_1,Alabama,USA.1.39_1,Lauderdale,92459.0,93921.0,2.0,1817.0,85.0,61.0,0.7503330231460664,52.0,484.0,193.0,92.0,54.0,0.6812703042182467,315.0,139.0,97.0,55.0,0.6479440856193238,254.0,125.0,0.96,3.87,2.42,7.59
landscan,USA.1_1,Alabama,USA.1.39_1,Lauderdale,92459.0,90703.0,2.0,1849.0,69.0,71.0,0.853828878446505,49.0,843.0,327.0,94.0,51.0,0.7450774163557009,423.0,180.0,93.0,54.0,0.7038758986447778,361.0,158.0,0.61,2.77,1.89,8.82
ghs,USA.1_1,Alabama,USA.1.40_1,Lawrence,33135.0,33550.0,1.0,1838.0,50.0,36.0,0.8094073306881291,18.0,120.0,73.0,91.0,20.0,0.6109886917621863,49.0,34.0,100.0,18.0,0.546698870305191,35.0,28.0,0.0,0.0,0.0,0.0
gpw,USA.1_1,Alabama,USA.1.40_1,Lawrence,33135.0,33550.0,1.0,1838.0,74.0,25.0,0.6790211679141231,18.0,85.0,46.0,93.0,19.0,0.5965009058552381,47.0,33.0,100.0,18.0,0.5412377871434523,34.0,28.0,0.0,0.0,0.0,0.0
worldpop,USA.1_1,Alabama,USA.1.40_1,Lawrence,33135.0,33271.0,0.0,1811.0,68.0,27.0,0.7194746436314241,18.0,96.0,52.0,95.0,19.0,0.5996425769765046,48.0,33.0,100.0,18.0,0.5467011071192377,34.0,28.0,0.0,0.0,1.38,1.55
landscan,USA.1_1,Alabama,USA.1.40_1,Lawrence,33135.0,29708.0,10.0,1838.0,55.0,29.0,0.8299340977915709,16.0,276.0,89.0,91.0,17.0,0.659946695206006,69.0,36.0,100.0,16.0,0.5685546212470164,36.0,27.0,0.0,0.0,1.8,0.16
ghs,USA.1_1,Alabama,USA.1.41_1,Lee,156954.0,152498.0,3.0,1576.0,71.0,135.0,0.8137314835985165,97.0,705.0,402.0,98.0,95.0,0.7169541532981811,402.0,246.0,100.0,95.0,0.6506889932245977,323.0,199.0,1.1,1.1,0.32,0.32
gpw,USA.1_1,Alabama,USA.1.41_1,Lee,156954.0,152171.0,3.0,1576.0,92.0,105.0,0.7649609877838908,97.0,671.0,338.0,98.0,95.0,0.7051249669346519,396.0,238.0,100.0,95.0,0.6478266136969877,317.0,196.0,1.05,1.05,0.32,0.32
worldpop,USA.1_1,Alabama,USA.1.41_1,Lee,156954.0,151495.0,3.0,1568.0,86.0,112.0,0.7889941469030326,97.0,684.0,366.0,98.0,95.0,0.7158176376110261,398.0,243.0,100.0,96.0,0.6594692285609534,311.0,195.0,1.15,8.9,0.38,8.74
landscan,USA.1_1,Alabama,USA.1.41_1,Lee,156954.0,152583.0,3.0,1576.0,68.0,142.0,0.8603824891958761,97.0,1381.0,591.0,100.0,96.0,0.7660580673276313,530.0,305.0,100.0,96.0,0.7181119991555239,394.0,238.0,0.76,0.76,0.0,0.32
ghs,USA.1_1,Alabama,USA.1.42_1,Limestone,91565.0,87867.0,4.0,1523.0,69.0,84.0,0.7728340157256364,58.0,365.0,198.0,91.0,57.0,0.6092588150579269,158.0,101.0,95.0,53.0,0.6007285640548659,125.0,85.0,10.48,26.16,7.75,19.3
gpw,USA.1_1,Alabama,USA.1.42_1,Limestone,91565.0,88045.0,4.0,1523.0,87.0,67.0,0.6677299747512394,58.0,260.0,140.0,93.0,56.0,0.6041216678628016,155.0,99.0,95.0,53.0,0.6008703221213184,124.0,85.0,11.25,26.53,7.75,19.3
worldpop,USA.1_1,Alabama,USA.1.42_1,Limestone,91565.0,92534.0,1.0,1533.0,87.0,69.0,0.7049395843715403,60.0,324.0,166.0,97.0,63.0,0.6206569269103325,170.0,115.0,96.0,63.0,0.5786729616516062,130.0,97.0,6.16,6.16,2.87,2.87
landscan,USA.1_1,Alabama,USA.1.42_1,Limestone,91565.0,77887.0,15.0,1523.0,75.0,68.0,0.8137779171856291,51.0,635.0,251.0,97.0,49.0,0.6569729388435747,218.0,108.0,95.0,48.0,0.6179983031548664,150.0,90.0,9.26,24.06,5.52,19.44
ghs,USA.1_1,Alabama,USA.1.43_1,Lowndes,10350.0,10257.0,1.0,1856.0,25.0,22.0,0.9167476259777406,6.0,106.0,55.0,95.0,6.0,0.6784288007850735,18.0,12.0,100.0,6.0,0.4686218545201202,8.0,7.0,3.32,3.32,4.26,4.26
gpw,USA.1_1,Alabama,USA.1.43_1,Lowndes,10350.0,10209.0,1.0,1856.0,53.0,10.0,0.7502032146222928,6.0,59.0,21.0,98.0,6.0,0.5982469705081698,16.0,10.0,100.0,6.0,0.4509131556615181,8.0,7.0,3.74,3.74,4.26,4.26
worldpop,USA.1_1,Alabama,USA.1.43_1,Lowndes,10350.0,10165.0,2.0,1846.0,36.0,15.0,0.8343703643644429,6.0,79.0,30.0,97.0,6.0,0.6402596486126638,20.0,12.0,100.0,6.0,0.4668842888638921,9.0,7.0,3.33,3.33,4.33,4.33
landscan,USA.1_1,Alabama,USA.1.43_1,Lowndes,10350.0,10123.0,2.0,1856.0,30.0,18.0,0.9257138905889968,5.0,214.0,73.0,96.0,6.0,0.7137713924669533,24.0,14.0,97.0,6.0,0.5358264643389831,10.0,8.0,2.92,2.92,4.74,4.47
ghs,USA.1_1,Alabama,USA.1.44_1,Macon,19296.0,20381.0,6.0,1590.0,41.0,31.0,0.8854057366000071,13.0,295.0,107.0,98.0,14.0,0.7183090600697553,89.0,41.0,100.0,14.0,0.6183705167943423,39.0,25.0,1.68,1.68,7.17,7.17
gpw,USA.1_1,Alabama,USA.1.44_1,Macon,19296.0,20186.0,5.0,1590.0,68.0,18.0,0.7827447253684465,13.0,250.0,67.0,99.0,13.0,0.6959529146634209,87.0,39.0,100.0,13.0,0.6144447194816477,39.0,25.0,1.46,1.46,7.17,7.17
worldpop,USA.1_1,Alabama,USA.1.44_1,Macon,19296.0,20113.0,4.0,1552.0,52.0,25.0,0.8381261758285121,13.0,263.0,82.0,99.0,13.0,0.7150654533129611,89.0,41.0,100.0,13.0,0.6197368853739865,38.0,25.0,1.11,1.11,4.96,4.96
landscan,USA.1_1,Alabama,USA.1.44_1,Macon,19296.0,21355.0,11.0,1590.0,39.0,35.0,0.9219050737647552,13.0,529.0,179.0,96.0,15.0,0.7831638267008063,135.0,60.0,100.0,14.0,0.6940767737144323,51.0,33.0,1.07,1.07,7.42,7.42
ghs,USA.1_1,Alabama,USA.1.45_1,Madison,352977.0,361851.0,3.0,2082.0,72.0,242.0,0.7743193164651567,174.0,810.0,571.0,90.0,183.0,0.6729629036212876,495.0,355.0,94.0,182.0,0.64055942828628,391.0,302.0,0.02,0.02,0.62,0.62
gpw,USA.1_1,Alabama,USA.1.45_1,Madison,352977.0,362036.0,3.0,2082.0,89.0,195.0,0.7438432923479523,174.0,788.0,512.0,94.0,180.0,0.6672055713114409,490.0,349.0,97.0,176.0,0.6394733369393598,391.0,301.0,0.02,0.02,0.62,0.62
worldpop,USA.1_1,Alabama,USA.1.45_1,Madison,352977.0,362353.0,3.0,2089.0,87.0,200.0,0.7597903920968423,173.0,823.0,541.0,94.0,179.0,0.6747381783408589,493.0,352.0,100.0,175.0,0.6400667398682659,393.0,302.0,0.01,0.01,0.72,0.72
landscan,USA.1_1,Alabama,USA.1.45_1,Madison,352977.0,363696.0,3.0,2082.0,74.0,237.0,0.8078201498556449,175.0,1179.0,696.0,95.0,174.0,0.7144363811419686,642.0,411.0,100.0,176.0,0.6884586148980457,481.0,350.0,0.0,0.0,1.68,0.82
ghs,USA.1_1,Alabama,USA.1.46_1,Marengo,19766.0,20023.0,1.0,2532.0,36.0,22.0,0.9031470418644424,8.0,232.0,84.0,87.0,9.0,0.7554710786498331,70.0,28.0,92.0,9.0,0.7004770017971439,54.0,22.0,2.01,6.5,3.32,13.59
gpw,USA.1_1,Alabama,USA.1.46_1,Marengo,19766.0,20158.0,2.0,2532.0,59.0,13.0,0.7986497237980066,8.0,210.0,50.0,91.0,8.0,0.7249100905046743,67.0,26.0,90.0,9.0,0.6818081982226357,51.0,21.0,1.65,6.23,3.32,13.59
worldpop,USA.1_1,Alabama,USA.1.46_1,Marengo,19766.0,20086.0,2.0,2520.0,40.0,19.0,0.8625132812238806,8.0,225.0,65.0,89.0,8.0,0.7515228430164935,67.0,27.0,95.0,9.0,0.6716015175460602,47.0,21.0,1.22,5.52,3.13,12.22
landscan,USA.1_1,Alabama,USA.1.46_1,Marengo,19766.0,20860.0,6.0,2532.0,33.0,25.0,0.9378383256989252,8.0,455.0,156.0,89.0,9.0,0.8194810849272468,108.0,43.0,95.0,9.0,0.7519947651579988,77.0,31.0,1.16,4.19,3.59,13.94
ghs,USA.1_1,Alabama,USA.1.47_1,Marion,30119.0,29687.0,1.0,1883.0,57.0,28.0,0.8065602671139108,16.0,121.0,65.0,99.0,15.0,0.5815990750509441,40.0,26.0,100.0,13.0,0.5010742341728752,25.0,18.0,13.54,35.94,7.54,21.46
gpw,USA.1_1,Alabama,USA.1.47_1,Marion,30119.0,29797.0,1.0,1883.0,87.0,18.0,0.6791701246734587,16.0,101.0,43.0,99.0,15.0,0.5722314776613927,39.0,26.0,100.0,13.0,0.5012277879741113,25.0,18.0,13.43,35.95,7.54,21.46
worldpop,USA.1_1,Alabama,USA.1.47_1,Marion,30119.0,30195.0,0.0,1914.0,73.0,21.0,0.7352550048668897,16.0,110.0,51.0,99.0,15.0,0.5826281798902168,40.0,26.0,100.0,13.0,0.5105995829088631,26.0,18.0,14.92,37.47,9.09,22.78
landscan,USA.1_1,Alabama,USA.1.47_1,Marion,30119.0,29598.0,2.0,1883.0,51.0,31.0,0.8663164074539459,16.0,282.0,111.0,100.0,14.0,0.6687788977306499,63.0,33.0,100.0,12.0,0.6221270687032989,41.0,24.0,17.71,38.55,6.16,21.3
ghs,USA.1_1,Alabama,USA.1.48_1,Marshall,94585.0,98084.0,4.0,1605.0,71.0,86.0,0.7408103627135919,61.0,310.0,183.0,96.0,61.0,0.6371844006449849,168.0,109.0,94.0,61.0,0.5773514540833014,125.0,90.0,0.0,0.0,0.0,0.0
gpw,USA.1_1,Alabama,USA.1.48_1,Marshall,94585.0,98172.0,4.0,1605.0,92.0,67.0,0.6467464326557911,61.0,282.0,144.0,97.0,61.0,0.6225741678538362,165.0,106.0,97.0,61.0,0.5768018876879714,125.0,90.0,0.0,0.0,0.0,0.0
